species,status,region,note
Tetramorium sericeiventre,native,Saudi Arabia,""
Trichomyrmex robustior,native,Saudi Arabia,""
Tapinoma melanocephalum,established.outdoors,Schouten Islands,""
Technomyrmex albipes,established.outdoors,Schouten Islands,""
Cardiocondyla nuda,native,Schouten Islands,""
Lioponera longitarsus,established.outdoors,Senegal,""
Paratrechina longicornis,established.outdoors,Senegal,""
Solenopsis geminata,established.outdoors,Senegal,""
Solenopsis globularia,established.outdoors,Senegal,""
Tapinoma melanocephalum,established.outdoors,Senegal,""
Trichomyrmex destructor,established.outdoors,Senegal,""
Trichomyrmex mayri,established.outdoors,Senegal,""
Anochetus sedilloti,native,Senegal,""
Brachyponera sennaarensis,native,Senegal,""
Camponotus maculatus,native,Senegal,""
Camponotus sericeus,native,Senegal,""
Cardiocondyla emeryi,native,Senegal,""
Dorylus fulvus,native,Senegal,""
Hypoponera punctatissima,native,Senegal,""
Lepisiota canescens,native,Senegal,""
Lepisiota capensis,native,Senegal,""
Monomorium bicolor,native,Senegal,""
Monomorium pharaonis,native,Senegal,""
Monomorium salomonis,native,Senegal,""
Monomorium subopacum,native,Senegal,""
Odontomachus troglodytes,native,Senegal,""
Pheidole megacephala,native,Senegal,""
Strumigenys ludovici,native,Senegal,""
Tetramorium caldarium,native,Senegal,""
Tetramorium sericeiventre,native,Senegal,""
Tetramorium simillimum,native,Senegal,""
Trichomyrmex robustior,native,Senegal,""
Anoplolepis gracilipes,established.outdoors,Senkaku Islands,""
Cardiocondyla minutior,established.outdoors,Senkaku Islands,""
Nylanderia amia,established.outdoors,Senkaku Islands,""
Paratrechina longicornis,established.outdoors,Senkaku Islands,""
Pheidole megacephala,established.outdoors,Senkaku Islands,""
Strumigenys membranifera,established.outdoors,Senkaku Islands,""
Tapinoma melanocephalum,established.outdoors,Senkaku Islands,""
Tetramorium bicarinatum,established.outdoors,Senkaku Islands,""
Tetramorium lanuginosum,established.outdoors,Senkaku Islands,""
Brachyponera chinensis,native,Senkaku Islands,""
Ochetellus glaber,native,Senkaku Islands,""
Polyrhachis dives,native,Senkaku Islands,""
Syllophopsis sechellensis,native,Senkaku Islands,""
Monomorium bicolor,established.outdoors,Serbia,""
Camponotus fallax,native,Serbia,""
Camponotus vagus,native,Serbia,""
Cataglyphis nodus,native,Serbia,""
Crematogaster scutellaris,native,Serbia,""
Crematogaster sordidula,native,Serbia,""
Formica rufibarbis,native,Serbia,""
Hypoponera eduardi,native,Serbia,""
Lasius alienus,native,Serbia,""
Lasius citrinus,native,Serbia,""
Lasius emarginatus,native,Serbia,""
Lasius flavus,native,Serbia,""
Lasius fuliginosus,native,Serbia,""
Lasius niger,native,Serbia,""
Lepisiota frauenfeldi,native,Serbia,""
Messor capitatus,native,Serbia,""
Messor structor,native,Serbia,""
Monomorium monomorium,native,Serbia,""
Monomorium subopacum,native,Serbia,""
Myrmica rubra,native,Serbia,""
Myrmica scabrinodis,native,Serbia,""
Myrmica specioides,native,Serbia,""
Pheidole pallidula,native,Serbia,""
Plagiolepis pygmaea,native,Serbia,""
Ponera coarctata,native,Serbia,""
Solenopsis fugax,native,Serbia,""
Temnothorax unifasciatus,native,Serbia,""
Tetramorium atratulum,native,Serbia,""
Tetramorium caespitum,native,Serbia,""
Tetramorium immigrans,native,Serbia,""
Tetramorium impurum,native,Serbia,""
Tetramorium semilaeve,native,Serbia,""
Cardiocondyla emeryi,established.outdoors,Sergipe,""
Monomorium floricola,established.outdoors,Sergipe,""
Tapinoma melanocephalum,established.outdoors,Sergipe,""
Anochetus mayri,native,Sergipe,""
Camponotus atriceps,native,Sergipe,""
Camponotus novogranadensis,native,Sergipe,""
Cyphomyrmex rimosus,native,Sergipe,""
Odontomachus haematodus,native,Sergipe,""
Pachycondyla harpax,native,Sergipe,""
Prionopelta antillana,native,Sergipe,""
Pseudomyrmex gracilis,native,Sergipe,""
Solenopsis globularia,native,Sergipe,""
Solenopsis saevissima,native,Sergipe,""
Strumigenys louisianae,native,Sergipe,""
Wasmannia auropunctata,native,Sergipe,""
Anochetus graeffei,established.outdoors,Seychelles,""
Anoplolepis gracilipes,established.outdoors,Seychelles,""
Brachymyrmex cordemoyi,established.outdoors,Seychelles,""
Cardiocondyla emeryi,established.outdoors,Seychelles,""
Cardiocondyla minutior,established.outdoors,Seychelles,""
Cardiocondyla obscurior,established.outdoors,Seychelles,""
Cardiocondyla wroughtonii,established.outdoors,Seychelles,""
Hypoponera eduardi,established.outdoors,Seychelles,""
Hypoponera punctatissima,established.outdoors,Seychelles,""
Leptogenys falcigera,established.outdoors,Seychelles,""
Leptogenys maxillosa,established.outdoors,Seychelles,""
Monomorium floricola,established.outdoors,Seychelles,""
Monomorium pharaonis,established.outdoors,Seychelles,""
Nylanderia bourbonica,established.outdoors,Seychelles,""
Nylanderia steinheili,established.outdoors,Seychelles,""
Nylanderia vividula,established.outdoors,Seychelles,""
Odontomachus simillimus,established.outdoors,Seychelles,""
Odontomachus troglodytes,established.outdoors,Seychelles,""
Ooceraea biroi,established.outdoors,Seychelles,""
Parasyscia sylvicola,established.outdoors,Seychelles,""
Paratrechina longicornis,established.outdoors,Seychelles,""
Pheidole indica,established.outdoors,Seychelles,""
Pheidole megacephala,established.outdoors,Seychelles,""
Pheidole parva,established.outdoors,Seychelles,""
Plagiolepis alluaudi,established.outdoors,Seychelles,""
Plagiolepis exigua,established.outdoors,Seychelles,""
Platythyrea parallela,established.outdoors,Seychelles,""
Ponera exotica,established.outdoors,Seychelles,""
Ponera swezeyi,established.outdoors,Seychelles,""
Solenopsis geminata,established.outdoors,Seychelles,""
Stigmatomma besucheti,established.outdoors,Seychelles,""
Strumigenys emmae,established.outdoors,Seychelles,""
Strumigenys godeffroyi,established.outdoors,Seychelles,""
Strumigenys rogeri,established.outdoors,Seychelles,""
Syllophopsis sechellensis,established.outdoors,Seychelles,""
Tapinoma melanocephalum,established.outdoors,Seychelles,""
Technomyrmex albipes,established.outdoors,Seychelles,""
Technomyrmex pallipes,established.outdoors,Seychelles,""
Technomyrmex vitiensis,established.outdoors,Seychelles,""
Tetramorium bicarinatum,established.outdoors,Seychelles,""
Tetramorium lanuginosum,established.outdoors,Seychelles,""
Tetramorium pacificum,established.outdoors,Seychelles,""
Tetramorium sericeiventre,established.outdoors,Seychelles,""
Tetramorium simillimum,established.outdoors,Seychelles,""
Tetraponera rufonigra,established.outdoors,Seychelles,""
Trichomyrmex destructor,established.outdoors,Seychelles,""
Vollenhovia oblonga alluaudi,established.outdoors,Seychelles,""
Vollenhovia piroskae,established.outdoors,Seychelles,""
Camponotus hova,native,Seychelles,""
Camponotus maculatus,native,Seychelles,""
Syllophopsis cryptobia,native,Seychelles,""
Technomyrmex difficilis,native,Seychelles,""
Hypoponera ragusai,established.outdoors,Shaanxi,""
Nylanderia vividula,established.outdoors,Shaanxi,""
Plagiolepis alluaudi,established.outdoors,Shaanxi,""
Brachyponera chinensis,native,Shaanxi,""
Brachyponera luteipes,native,Shaanxi,""
Lasius flavus,native,Shaanxi,""
Nylanderia bourbonica,native,Shaanxi,""
Nylanderia flavipes,native,Shaanxi,""
Ochetellus glaber,native,Shaanxi,""
Strumigenys lewisi,native,Shaanxi,""
Technomyrmex brunneus,native,Shaanxi,""
Tetramorium kraepelini,native,Shaanxi,""
Hypoponera ragusai,established.outdoors,Shandong,""
Monomorium floricola,established.outdoors,Shandong,""
Monomorium monomorium,established.outdoors,Shandong,""
Plagiolepis alluaudi,established.outdoors,Shandong,""
Brachyponera chinensis,native,Shandong,""
Brachyponera luteipes,native,Shandong,""
Lasius japonicus,native,Shandong,""
Nylanderia flavipes,native,Shandong,""
Ochetellus glaber,native,Shandong,""
Polyrhachis dives,native,Shandong,""
Strumigenys lewisi,native,Shandong,""
Tapinoma melanocephalum,native,Shandong,""
Technomyrmex brunneus,native,Shandong,""
Tetramorium tsushimae,native,Shandong,""
Monomorium monomorium,established.outdoors,Shanghai,""
Ooceraea biroi,established.outdoors,Shanghai,""
Plagiolepis alluaudi,established.outdoors,Shanghai,""
Brachyponera chinensis,native,Shanghai,""
Brachyponera luteipes,native,Shanghai,""
Iridomyrmex anceps,native,Shanghai,""
Monomorium intrudens,native,Shanghai,""
Nylanderia flavipes,native,Shanghai,""
Ochetellus glaber,native,Shanghai,""
Polyrhachis dives,native,Shanghai,""
Strumigenys lewisi,native,Shanghai,""
Tetramorium tsushimae,native,Shanghai,""
Lasius flavus,native,Shanxi,""
Cardiocondyla itsukii,established.outdoors,Shikoku,""
Cardiocondyla kagutsuchi,established.outdoors,Shikoku,""
Cardiocondyla strigifrons,established.outdoors,Shikoku,""
Hypoponera ragusai,established.outdoors,Shikoku,""
Linepithema humile,established.outdoors,Shikoku,""
Nylanderia amia,established.outdoors,Shikoku,""
Pheidole fervens,established.outdoors,Shikoku,""
Pheidole indica,established.outdoors,Shikoku,""
Strumigenys membranifera,established.outdoors,Shikoku,""
Tapinoma melanocephalum,established.outdoors,Shikoku,""
Tetramorium bicarinatum,established.outdoors,Shikoku,""
Brachyponera chinensis,native,Shikoku,""
Camponotus obscuripes,native,Shikoku,""
Lasius flavus,native,Shikoku,""
Lasius japonicus,native,Shikoku,""
Lasius sakagamii,native,Shikoku,""
Monomorium intrudens,native,Shikoku,""
Myrmica kotokui,native,Shikoku,""
Nylanderia flavipes,native,Shikoku,""
Ochetellus glaber,native,Shikoku,""
Strumigenys hexamera,native,Shikoku,""
Strumigenys lewisi,native,Shikoku,""
Strumigenys solifontis,native,Shikoku,""
Tetramorium tsushimae,native,Shikoku,""
Vollenhovia emeryi,native,Shikoku,""
Vollenhovia nipponica,native,Shikoku,""
Nylanderia vividula,established.outdoors,Sichuan,""
Paratrechina longicornis,established.outdoors,Sichuan,""
Plagiolepis alluaudi,established.outdoors,Sichuan,""
Solenopsis invicta,established.outdoors,Sichuan,""
Strumigenys membranifera,established.outdoors,Sichuan,""
Tetramorium insolens,established.outdoors,Sichuan,""
Tetramorium lanuginosum,established.outdoors,Sichuan,""
Tetramorium pacificum,established.outdoors,Sichuan,""
Trichomyrmex destructor,established.outdoors,Sichuan,""
Trichomyrmex mayri,established.outdoors,Sichuan,""
Brachyponera chinensis,native,Sichuan,""
Brachyponera luteipes,native,Sichuan,""
Camponotus itoi,native,Sichuan,""
Cardiocondyla wroughtonii,native,Sichuan,""
Crematogaster subdentata,native,Sichuan,""
Erromyrma latinodis,native,Sichuan,""
Lasius flavus,native,Sichuan,""
Lepisiota capensis,native,Sichuan,""
Lioponera longitarsus,native,Sichuan,""
Nylanderia bourbonica,native,Sichuan,""
Nylanderia flavipes,native,Sichuan,""
Ochetellus glaber,native,Sichuan,""
Oecophylla smaragdina,native,Sichuan,""
Pheidole fervens,native,Sichuan,""
Pheidole indica,native,Sichuan,""
Polyrhachis dives,native,Sichuan,""
Strumigenys lewisi,native,Sichuan,""
Tapinoma melanocephalum,native,Sichuan,""
Technomyrmex albipes,native,Sichuan,""
Tetramorium bicarinatum,native,Sichuan,""
Tetramorium kraepelini,native,Sichuan,""
Tetramorium smithi,native,Sichuan,""
Tetramorium tonganum,native,Sichuan,""
Tetramorium tsushimae,native,Sichuan,""
Tetraponera allaborans,native,Sichuan,""
Cardiocondyla mauritanica,established.outdoors,Sicily,""
Hypoponera punctatissima,established.outdoors,Sicily,""
Linepithema humile,established.outdoors,Sicily,""
Nylanderia jaegerskioeldi,established.outdoors,Sicily,""
Paratrechina longicornis,established.outdoors,Sicily,""
Pheidole indica,established.outdoors,Sicily,""
Strumigenys membranifera,established.outdoors,Sicily,""
Tapinoma madeirense,established.outdoors,Sicily,""
Tetramorium bicarinatum,established.outdoors,Sicily,""
Tetramorium immigrans,established.outdoors,Sicily,""
Tetramorium lanuginosum,established.outdoors,Sicily,""
Wasmannia auropunctata,established.outdoors,Sicily,""
Camponotus barbaricus,native,Sicily,""
Camponotus vagus,native,Sicily,""
Crematogaster scutellaris,native,Sicily,""
Crematogaster sordidula,native,Sicily,""
Hypoponera eduardi,native,Sicily,""
Hypoponera ragusai,native,Sicily,""
Lasius alienus,native,Sicily,""
Lasius emarginatus,native,Sicily,""
Lasius flavus,native,Sicily,""
Lasius fuliginosus,native,Sicily,""
Lasius niger,native,Sicily,""
Lepisiota frauenfeldi,native,Sicily,""
Messor capitatus,native,Sicily,""
Messor minor,native,Sicily,""
Monomorium monomorium,native,Sicily,""
Monomorium subopacum,native,Sicily,""
Myrmica lobulicornis,native,Sicily,""
Pheidole pallidula,native,Sicily,""
Plagiolepis pygmaea,native,Sicily,""
Ponera coarctata,native,Sicily,""
Solenopsis fugax,native,Sicily,""
Solenopsis orbula,native,Sicily,""
Tapinoma magnum,native,Sicily,""
Temnothorax unifasciatus,native,Sicily,""
Tetramorium atratulum,native,Sicily,""
Tetramorium caespitum,native,Sicily,""
Tetramorium impurum,native,Sicily,""
Tetramorium semilaeve,native,Sicily,""
Paratrechina longicornis,established.outdoors,Sierra Leone,""
Solenopsis geminata,established.outdoors,Sierra Leone,""
Tapinoma melanocephalum,established.outdoors,Sierra Leone,""
Wasmannia auropunctata,established.outdoors,Sierra Leone,""
Brachyponera sennaarensis,native,Sierra Leone,""
Camponotus maculatus,native,Sierra Leone,""
Lepisiota capensis,native,Sierra Leone,""
Strumigenys membranifera,native,Sierra Leone,""
Tetramorium lucayanum,native,Sierra Leone,""
Tetramorium sericeiventre,native,Sierra Leone,""
Cardiocondyla mauritanica,established.outdoors,Sikkim,""
Hypoponera ragusai,established.outdoors,Sikkim,""
Monomorium pharaonis,established.outdoors,Sikkim,""
Solenopsis geminata,established.outdoors,Sikkim,""
Strumigenys emmae,established.outdoors,Sikkim,""
Strumigenys membranifera,established.outdoors,Sikkim,""
Tetramorium bicarinatum,established.outdoors,Sikkim,""
Tetramorium pacificum,established.outdoors,Sikkim,""
Tetramorium simillimum,established.outdoors,Sikkim,""
Anochetus graeffei,native,Sikkim,""
Anoplolepis gracilipes,native,Sikkim,""
Brachyponera luteipes,native,Sikkim,""
Camponotus compressus,native,Sikkim,""
Cardiocondyla kagutsuchi,native,Sikkim,""
Cardiocondyla wroughtonii,native,Sikkim,""
Erromyrma latinodis,native,Sikkim,""
Hypoponera confinis,native,Sikkim,""
Iridomyrmex anceps,native,Sikkim,""
Lepisiota capensis,native,Sikkim,""
Lioponera longitarsus,native,Sikkim,""
Monomorium atomum,native,Sikkim,""
Monomorium floricola,native,Sikkim,""
Monomorium indicum,native,Sikkim,""
Nylanderia bourbonica,native,Sikkim,""
Odontomachus simillimus,native,Sikkim,""
Oecophylla smaragdina,native,Sikkim,""
Ooceraea biroi,native,Sikkim,""
Paratrechina longicornis,native,Sikkim,""
Parvaponera darwinii,native,Sikkim,""
Pheidole fervens,native,Sikkim,""
Pheidole indica,native,Sikkim,""
Platythyrea parallela,native,Sikkim,""
Polyrhachis dives,native,Sikkim,""
Strumigenys godeffroyi,native,Sikkim,""
Strumigenys nepalensis,native,Sikkim,""
Tapinoma melanocephalum,native,Sikkim,""
Technomyrmex albipes,native,Sikkim,""
Technomyrmex brunneus,native,Sikkim,""
Tetramorium lanuginosum,native,Sikkim,""
Tetramorium obesum,native,Sikkim,""
Tetramorium smithi,native,Sikkim,""
Tetraponera allaborans,native,Sikkim,""
Tetraponera rufonigra,native,Sikkim,""
Pheidole megacephala,established.outdoors,Simeulue Island,""
Anoplolepis gracilipes,native,Simeulue Island,""
Monomorium floricola,native,Simeulue Island,""
Odontomachus simillimus,native,Simeulue Island,""
Anoplolepis gracilipes,established.outdoors,Sinaloa,""
Cardiocondyla minutior,established.outdoors,Sinaloa,""
Hypoponera opaciceps,established.outdoors,Sinaloa,""
Monomorium floricola,established.outdoors,Sinaloa,""
Monomorium pharaonis,established.outdoors,Sinaloa,""
Odontomachus haematodus,established.outdoors,Sinaloa,""
Paratrechina longicornis,established.outdoors,Sinaloa,""
Tapinoma melanocephalum,established.outdoors,Sinaloa,""
Tetramorium lanuginosum,established.outdoors,Sinaloa,""
Tetramorium simillimum,established.outdoors,Sinaloa,""
Brachymyrmex heeri,native,Sinaloa,""
Camponotus atriceps,native,Sinaloa,""
Camponotus planatus,native,Sinaloa,""
Ectatomma ruidum,native,Sinaloa,""
Pseudomyrmex cubaensis,native,Sinaloa,""
Pseudomyrmex elongatus,native,Sinaloa,""
Pseudomyrmex major,native,Sinaloa,""
Solenopsis geminata,native,Sinaloa,""
Tapinoma sessile,native,Sinaloa,""
Camponotus fallax,native,Slovakia,""
Camponotus vagus,native,Slovakia,""
Cataglyphis nodus,native,Slovakia,""
Formica rufibarbis,native,Slovakia,""
Lasius alienus,native,Slovakia,""
Lasius citrinus,native,Slovakia,""
Lasius emarginatus,native,Slovakia,""
Lasius flavus,native,Slovakia,""
Lasius fuliginosus,native,Slovakia,""
Lasius niger,native,Slovakia,""
Messor structor,native,Slovakia,""
Myrmica rubra,native,Slovakia,""
Myrmica scabrinodis,native,Slovakia,""
Myrmica specioides,native,Slovakia,""
Plagiolepis pygmaea,native,Slovakia,""
Ponera coarctata,native,Slovakia,""
Solenopsis fugax,native,Slovakia,""
Temnothorax unifasciatus,native,Slovakia,""
Tetramorium atratulum,native,Slovakia,""
Tetramorium caespitum,native,Slovakia,""
Tetramorium immigrans,native,Slovakia,""
Tetramorium impurum,native,Slovakia,""
Lasius neglectus,established.outdoors,Slovenia,""
Tapinoma magnum,established.outdoors,Slovenia,""
Camponotus fallax,native,Slovenia,""
Camponotus vagus,native,Slovenia,""
Crematogaster scutellaris,native,Slovenia,""
Crematogaster sordidula,native,Slovenia,""
Formica rufibarbis,native,Slovenia,""
Hypoponera eduardi,native,Slovenia,""
Lasius alienus,native,Slovenia,""
Lasius citrinus,native,Slovenia,""
Lasius emarginatus,native,Slovenia,""
Lasius flavus,native,Slovenia,""
Lasius fuliginosus,native,Slovenia,""
Lasius niger,native,Slovenia,""
Messor capitatus,native,Slovenia,""
Messor structor,native,Slovenia,""
Monomorium monomorium,native,Slovenia,""
Myrmica lobulicornis,native,Slovenia,""
Myrmica rubra,native,Slovenia,""
Myrmica scabrinodis,native,Slovenia,""
Myrmica specioides,native,Slovenia,""
Pheidole pallidula,native,Slovenia,""
Plagiolepis pygmaea,native,Slovenia,""
Ponera coarctata,native,Slovenia,""
Solenopsis fugax,native,Slovenia,""
Temnothorax unifasciatus,native,Slovenia,""
Tetramorium caespitum,native,Slovenia,""
Tetramorium immigrans,native,Slovenia,""
Tetramorium impurum,native,Slovenia,""
Tetramorium semilaeve,native,Slovenia,""
Anochetus graeffei,established.outdoors,Society Islands,""
Anoplolepis gracilipes,established.outdoors,Society Islands,""
Cardiocondyla emeryi,established.outdoors,Society Islands,""
Cardiocondyla minutior,established.outdoors,Society Islands,""
Cardiocondyla nuda,established.outdoors,Society Islands,""
Cardiocondyla obscurior,established.outdoors,Society Islands,""
Cardiocondyla wroughtonii,established.outdoors,Society Islands,""
Hypoponera confinis,established.outdoors,Society Islands,""
Hypoponera opaciceps,established.outdoors,Society Islands,""
Hypoponera punctatissima,established.outdoors,Society Islands,""
Iridomyrmex anceps,established.outdoors,Society Islands,""
Monomorium floricola,established.outdoors,Society Islands,""
Monomorium liliuokalanii,established.outdoors,Society Islands,""
Monomorium pharaonis,established.outdoors,Society Islands,""
Nylanderia bourbonica,established.outdoors,Society Islands,""
Nylanderia glabrior,established.outdoors,Society Islands,""
Nylanderia vaga,established.outdoors,Society Islands,""
Odontomachus simillimus,established.outdoors,Society Islands,""
Paratrechina longicornis,established.outdoors,Society Islands,""
Pheidole fervens,established.outdoors,Society Islands,""
Pheidole megacephala,established.outdoors,Society Islands,""
Plagiolepis alluaudi,established.outdoors,Society Islands,""
Platythyrea parallela,established.outdoors,Society Islands,""
Ponera bableti,established.outdoors,Society Islands,""
Ponera swezeyi,established.outdoors,Society Islands,""
Solenopsis geminata,established.outdoors,Society Islands,""
Solenopsis globularia,established.outdoors,Society Islands,""
Strumigenys emmae,established.outdoors,Society Islands,""
Strumigenys godeffroyi,established.outdoors,Society Islands,""
Strumigenys membranifera,established.outdoors,Society Islands,""
Strumigenys rogeri,established.outdoors,Society Islands,""
Tapinoma melanocephalum,established.outdoors,Society Islands,""
Technomyrmex albipes,established.outdoors,Society Islands,""
Technomyrmex vitiensis,established.outdoors,Society Islands,""
Tetramorium bicarinatum,established.outdoors,Society Islands,""
Tetramorium caldarium,established.outdoors,Society Islands,""
Tetramorium lanuginosum,established.outdoors,Society Islands,""
Tetramorium pacificum,established.outdoors,Society Islands,""
Tetramorium simillimum,established.outdoors,Society Islands,""
Tetramorium tonganum,established.outdoors,Society Islands,""
Trichomyrmex destructor,established.outdoors,Society Islands,""
Wasmannia auropunctata,established.outdoors,Society Islands,""
Pheidole sexspinosa,native,Society Islands,""
Solenopsis papuana,native,Society Islands,""
Syllophopsis australica,native,Society Islands,""
Tapinoma minutum,native,Society Islands,""
Brachyponera sennaarensis,established.outdoors,Socotra Archipelago,""
Camponotus hova,established.outdoors,Socotra Archipelago,""
Cardiocondyla emeryi,established.outdoors,Socotra Archipelago,""
Cardiocondyla minutior,established.outdoors,Socotra Archipelago,""
Hypoponera punctatissima,established.outdoors,Socotra Archipelago,""
Lepisiota spinisquama,established.outdoors,Socotra Archipelago,""
Monomorium atomum,established.outdoors,Socotra Archipelago,""
Monomorium dichroum,established.outdoors,Socotra Archipelago,""
Monomorium exiguum,established.outdoors,Socotra Archipelago,""
Paratrechina longicornis,established.outdoors,Socotra Archipelago,""
Pheidole indica,established.outdoors,Socotra Archipelago,""
Pheidole lamellinoda,established.outdoors,Socotra Archipelago,""
Syllophopsis cryptobia,established.outdoors,Socotra Archipelago,""
Tapinoma melanocephalum,established.outdoors,Socotra Archipelago,""
Tetramorium caldarium,established.outdoors,Socotra Archipelago,""
Tetramorium lanuginosum,established.outdoors,Socotra Archipelago,""
Tetramorium pauper,established.outdoors,Socotra Archipelago,""
Tetramorium simillimum,established.outdoors,Socotra Archipelago,""
Trichomyrmex destructor,established.outdoors,Socotra Archipelago,""
Trichomyrmex mayri,established.outdoors,Socotra Archipelago,""
Camponotus maculatus,native,Socotra Archipelago,""
Cardiocondyla mauritanica,native,Socotra Archipelago,""
Anochetus graeffei,established.outdoors,Solomon Islands,""
Anoplolepis gracilipes,established.outdoors,Solomon Islands,""
Brachymyrmex cordemoyi,established.outdoors,Solomon Islands,""
Brachymyrmex obscurior,established.outdoors,Solomon Islands,""
Cardiocondyla kagutsuchi,established.outdoors,Solomon Islands,""
Cardiocondyla minutior,established.outdoors,Solomon Islands,""
Hypoponera punctatissima,established.outdoors,Solomon Islands,""
Hypoponera ragusai,established.outdoors,Solomon Islands,""
Monomorium floricola,established.outdoors,Solomon Islands,""
Monomorium pharaonis,established.outdoors,Solomon Islands,""
Nylanderia bourbonica,established.outdoors,Solomon Islands,""
Nylanderia vaga,established.outdoors,Solomon Islands,""
Nylanderia vividula,established.outdoors,Solomon Islands,""
Ochetellus glaber,established.outdoors,Solomon Islands,""
Paratrechina longicornis,established.outdoors,Solomon Islands,""
Pheidole megacephala,established.outdoors,Solomon Islands,""
Plagiolepis alluaudi,established.outdoors,Solomon Islands,""
Pseudoponera stigma,established.outdoors,Solomon Islands,""
Solenopsis geminata,established.outdoors,Solomon Islands,""
Strumigenys emmae,established.outdoors,Solomon Islands,""
Strumigenys godeffroyi,established.outdoors,Solomon Islands,""
Strumigenys membranifera,established.outdoors,Solomon Islands,""
Strumigenys rogeri,established.outdoors,Solomon Islands,""
Tapinoma melanocephalum,established.outdoors,Solomon Islands,""
Technomyrmex albipes,established.outdoors,Solomon Islands,""
Technomyrmex vitiensis,established.outdoors,Solomon Islands,""
Tetramorium bicarinatum,established.outdoors,Solomon Islands,""
Tetramorium insolens,established.outdoors,Solomon Islands,""
Tetramorium lanuginosum,established.outdoors,Solomon Islands,""
Tetramorium pacificum,established.outdoors,Solomon Islands,""
Tetramorium simillimum,established.outdoors,Solomon Islands,""
Tetramorium tonganum,established.outdoors,Solomon Islands,""
Trichomyrmex destructor,established.outdoors,Solomon Islands,""
Wasmannia auropunctata,established.outdoors,Solomon Islands,""
Amblyopone australis,native,Solomon Islands,""
Camponotus chloroticus,native,Solomon Islands,""
Cardiocondyla nuda,native,Solomon Islands,""
Cryptopone testacea,native,Solomon Islands,""
Hypoponera confinis,native,Solomon Islands,""
Iridomyrmex anceps,native,Solomon Islands,""
Nylanderia glabrior,native,Solomon Islands,""
Odontomachus simillimus,native,Solomon Islands,""
Paraparatrechina minutula,native,Solomon Islands,""
Parvaponera darwinii,native,Solomon Islands,""
Pheidole sexspinosa,native,Solomon Islands,""
Platythyrea parallela,native,Solomon Islands,""
Ponera swezeyi,native,Solomon Islands,""
Solenopsis papuana,native,Solomon Islands,""
Syllophopsis australica,native,Solomon Islands,""
Tapinoma minutum,native,Solomon Islands,""
Cardiocondyla wroughtonii,established.outdoors,Somalia,""
Paratrechina longicornis,established.outdoors,Somalia,""
Tapinoma melanocephalum,established.outdoors,Somalia,""
Tetramorium bicarinatum,established.outdoors,Somalia,""
Trichomyrmex destructor,established.outdoors,Somalia,""
Brachyponera sennaarensis,native,Somalia,""
Camponotus maculatus,native,Somalia,""
Camponotus sericeus,native,Somalia,""
Dorylus fulvus,native,Somalia,""
Lepisiota canescens,native,Somalia,""
Lepisiota capensis,native,Somalia,""
Leptogenys pavesii,native,Somalia,""
Monomorium bicolor,native,Somalia,""
Monomorium pharaonis,native,Somalia,""
Monomorium subopacum,native,Somalia,""
Technomyrmex pallipes,native,Somalia,""
Tetramorium sericeiventre,native,Somalia,""
Trichomyrmex robustior,native,Somalia,""
Cardiocondyla mauritanica,established.outdoors,Sonora,""
Hypoponera opaciceps,established.outdoors,Sonora,""
Odontomachus haematodus,established.outdoors,Sonora,""
Paratrechina longicornis,established.outdoors,Sonora,""
Tetramorium caldarium,established.outdoors,Sonora,""
Tetramorium simillimum,established.outdoors,Sonora,""
Brachymyrmex heeri,native,Sonora,""
Camponotus atriceps,native,Sonora,""
Hypoponera opacior,native,Sonora,""
Nylanderia vividula,native,Sonora,""
Pogonomyrmex occidentalis,native,Sonora,""
Pseudomyrmex major,native,Sonora,""
Tapinoma sessile,native,Sonora,""
Anochetus graeffei,established.outdoors,South Africa,""
Hypoponera eduardi,established.outdoors,South Africa,""
Hypoponera ragusai,established.outdoors,South Africa,""
Linepithema humile,established.outdoors,South Africa,""
Monomorium floricola,established.outdoors,South Africa,""
Monomorium subopacum,established.outdoors,South Africa,""
Ochetellus glaber,established.outdoors,South Africa,""
Paratrechina longicornis,established.outdoors,South Africa,""
Pheidole indica,established.outdoors,South Africa,""
Solenopsis geminata,established.outdoors,South Africa,""
Technomyrmex albipes,established.outdoors,South Africa,""
Technomyrmex difficilis,established.outdoors,South Africa,""
Tetramorium bicarinatum,established.outdoors,South Africa,""
Trichomyrmex destructor,established.outdoors,South Africa,""
Anoplolepis steingroeveri gertrudae,native,South Africa,""
Brachyponera sennaarensis,native,South Africa,""
Camponotus maculatus,native,South Africa,""
Camponotus sericeus,native,South Africa,""
Camponotus werthi,native,South Africa,""
Cardiocondyla emeryi,native,South Africa,""
Cardiocondyla venustula,native,South Africa,""
Dorylus fulvus,native,South Africa,""
Hypoponera ergatandria,native,South Africa,""
Hypoponera punctatissima,native,South Africa,""
Lepisiota canescens,native,South Africa,""
Lepisiota capensis,native,South Africa,""
Leptogenys maxillosa,native,South Africa,""
Monomorium bicolor,native,South Africa,""
Monomorium exiguum,native,South Africa,""
Monomorium holothir,native,South Africa,""
Monomorium pharaonis,native,South Africa,""
Nylanderia jaegerskioeldi,native,South Africa,""
Odontomachus troglodytes,native,South Africa,""
Pheidole megacephala,native,South Africa,""
Strumigenys ludovici,native,South Africa,""
Strumigenys maxillaris,native,South Africa,""
Strumigenys membranifera,native,South Africa,""
