Binomial,Family,Order,Location,Date,Pathway,InvasionStage,References
Sylvilagus floridanus,Leporidae,Lagomorpha,Italy,NA,Hunting,Established,"Cerri et al. 2016, Dori et al. 2018, EASIN 2019"
Sylvilagus floridanus,Leporidae,Lagomorpha,Cuba,NA,Hunting,Established,"Mancina et al. 2015, Borroto-Páez & Mancina 2017"
Sylvilagus floridanus,Leporidae,Lagomorpha,United States of America,NA,Hunting,Invasive,"Long 2003, Naughton & Canadian Museum of Nature 2012c, Nielsen & Lanier 2019, GOERT 2019, GBIF.org 2020ak"
Sylvilagus floridanus,Leporidae,Lagomorpha,United States of America,NA,Hunting,Established,"Long 2003, Nielsen & Lanier 2019, GBIF.org 2020ak"
Sylvilagus floridanus,Leporidae,Lagomorpha,Italy,NA,Hunting,Established,"Cerri et al. 2016, Dori et al. 2018"
Sylvilagus floridanus,Leporidae,Lagomorpha,Holy See,1995,Hunting,Established,"Capizzi et al. 2012, Cerri et al. 2016, Dori et al. 2018"
Sylvilagus floridanus,Leporidae,Lagomorpha,Canada,1926,Hunting,Invasive,"Long 2003, Naughton & Canadian Museum of Nature 2012c, Nielsen & Lanier 2019, GOERT 2019, GBIF.org 2020ak"
Tachyglossus aculeatus,Tachyglossidae,Monotremata,Tasmania,1971,Conservation,Established,"Long 2003, Seddon et al. 2015, GBIF.org 2020al"
Tamias striatus,Sciuridae,Rodentia,Canada,1962,"Fauna Improvement, Pet (L)",Invasive,"Long 2003, Hearn et al. 2006, Naughton & Canadian Museum of Nature 2012d, Strong & Leroux 2014, NLN 2020"
Tamiasciurus hudsonicus,Sciuridae,Rodentia,Alaska,1930,Hunting,Established,"Long 2003, Schrader & Hennon 2005, MacDonald & Cook 2010, GBIF.org 2020am"
Tamiasciurus hudsonicus,Sciuridae,Rodentia,Canada,1950,Hunting,Invasive,"Martin et al. 2002, Long 2003, Golumbia et al. 2008, Naughton & Canadian Museum of Nature 2012d, GBIF.org 2020am"
Tamiasciurus hudsonicus,Sciuridae,Rodentia,Canada,1950,Pet (L),Established,"Brodie & Wilkinson 2010, Naughton & Canadian Museum of Nature 2012d, GBIF.org 2020am"
Tenrec ecaudatus,Tenrecidae,Afrosoricida,Seychelles,1882,Hunting,Invasive,"Long 2003, Rocamora & Henriette 2015, Stephenson et al. 2016"
Tenrec ecaudatus,Tenrecidae,Afrosoricida,Comoros,1845,Hunting,Established,"Long 2003, Stephenson et al. 2016"
Tenrec ecaudatus,Tenrecidae,Afrosoricida,Mauritius,NA,Hunting,Established,"Long 2003, Stephenson et al. 2016"
Tenrec ecaudatus,Tenrecidae,Afrosoricida,Réunion,1882,Hunting,Established,"Long 2003, Stephenson et al. 2016"
Tenrec ecaudatus,Tenrecidae,Afrosoricida,Mayotte,1845,Hunting,Established,"Desvars et al. 2012, Stephenson et al. 2016"
Thylogale billardierii,Macropodidae,Diprotodontia,Tasmania,1971,Conservation,Established,"Long 2003, Seddon et al. 2015, Thalmann et al. 2016, GBIF.org 2020an"
Thylogale browni,Macropodidae,Diprotodontia,Papua New Guinea,-4800,"Hunting, Pet, Wild Fur (L)",Established,"Heinsohn 2003, Long 2003, Heinsohn 2010, Leary et al. 2016a"
Thylogale brunii,Macropodidae,Diprotodontia,Indonesia,NA,"Hunting, Pet, Wild Fur (L)",Established,"Heinsohn 2003, Long 2003, Heinsohn 2010"
Trachypithecus auratus,Cercopithecidae,Primates,Indonesia,950,"Fauna Improvement, Hunting, Pet (L)",Established,"Long 2003, Nijman et al. 2008"
Tragelaphus angasii,Bovidae,Cetartiodactyla,Botswana,1935,"Conservation, Hunting",Invasive,"Long 2003, Coates & Downs 2005, Simberloff & Rejmanek 2011, Relton et al. 2016, GBIF.org 2020ao"
Tragelaphus angasii,Bovidae,Cetartiodactyla,Lesotho,1935,"Conservation, Hunting",Invasive,"Long 2003, Coates & Downs 2005, Simberloff & Rejmanek 2011, Relton et al. 2016, GBIF.org 2020ao"
Tragelaphus angasii,Bovidae,Cetartiodactyla,South Africa,1935,"Conservation, Hunting",Invasive,"Long 2003, Coates & Downs 2005, Simberloff & Rejmanek 2011, Relton et al. 2016, GBIF.org 2020ao"
Tragelaphus derbianus,Bovidae,Cetartiodactyla,Cuba,1995,Hunting,Established,"Masseti 2011, Borroto-Páez 2009, Borroto-Páez & Woods 2012, Borroto-Páez & Mancina 2017"
Tragulus nigricans,Bovidae,Carnivora,Philippines,1993,Conservation,Established,"Meijaard & Groves 2004, Widmann 2015, Widmann et al. 2018"
Trichosurus vulpecula,Phalangeridae,Diprotodontia,New Zealand,1858,Wild Fur,Invasive,"Long 2003, Allen & Lee 2006, Heinsohn 2010"
Trichosurus vulpecula,Phalangeridae,Diprotodontia,Tasmania,1971,Conservation,Established,"DEEA 2016, Seddon et al. 2015, Thalmann et al. 2016"
Urocitellus parryii,Sciuridae,Rodentia,Alaska,NA,"Hunting, Wild Fur",Established,"Long 2003, MacDonald & Cook 2010, Cook et al. 2010"
Vicugna vicugna,Camelidae,Cetartiodactyla,Ecuador,1988,Conservation,Established,"Wheeler & Laker 2009, Acebes et al. 2018"
Viverra tangalunga,Viverridae,Carnivora,Indonesia,-2200,"Biological Control, Hunting (L)",Established,"Heinsohn 2003, 2010, Veron et al. 2014"
Viverra tangalunga,Viverridae,Carnivora,Philippines,-2200,"Biological Control, Hunting (L)",Established,"Heinsohn 2003, 2010, Veron et al. 2014"
Viverra tangalunga,Viverridae,Carnivora,Indonesia,-2200,"Biological Control, Hunting (L)",Established,"Heinsohn 2003, 2010, Veron et al. 2014, Duckworth et al. 2016a"
Viverra zibetha,Viverridae,Carnivora,India,1850,Hunting,Established,"Long 2003, Mane & Shirish 2018"
Viverricula indica,Viverridae,Carnivora,Indonesia,-2200,Hunting (L),Established,"Long 2003, Heinsohn 2003"
Viverricula indica,Viverridae,Carnivora,Indonesia,-2200,Hunting (L),Established,Heinsohn 2003
Viverricula indica,Viverridae,Carnivora,Comoros,1150,Hunting,Invasive,"Long 2003, Cheke 2010, BirdLife International 2016"
Viverricula indica,Viverridae,Carnivora,Madagascar,1150,Hunting,Invasive,"Long 2003, Cheke 2010, Kingdon et al. 2013, Farris et al. 2015, Hawkins 2015"
Viverricula indica,Viverridae,Carnivora,"Tanzania, United Republic of",1150,Hunting,Established,"Cheke 2010, Kingdon et al. 2013"
Viverricula indica,Viverridae,Carnivora,"Tanzania, United Republic of",1150,Hunting,Established,"Long 2003, Cheke 2010, Kingdon et al. 2013"
Viverricula indica,Viverridae,Carnivora,Mayotte,1150,Hunting,Invasive,"Long 2003, Cheke 2010, Desvars et al. 2012"
Viverricula indica,Viverridae,Carnivora,Yemen,1150,Hunting,Established,"Long 2003, Cheke 2010, Kingdon et al. 2013"
Vombatus ursinus,Vombatidae,Diprotodontia,Tasmania,1971,Conservation,Established,"Long 2003, Seddon et al. 2015, Martin et al. 2019"
Vulpes lagopus,Canidae,Carnivora,Alaska,1790,Wild Fur,Invasive,"Bailey et al. 1993, Ebbert & Byrd 2002, MacDonald & Cook 2010"
Vulpes lagopus,Canidae,Carnivora,Russian Federation,1750,Wild Fur,Invasive,"Ebbert & Byrd 2002, Long 2003, Neronov et al. 2008, Khlyap et al. 2010"
Vulpes vulpes,Canidae,Carnivora,Cyprus,-8000,"Hunting, Wild Fur (L)",Established,Masseti 2012
Vulpes vulpes,Canidae,Carnivora,Corsica,-7000,"Hunting, Wild Fur (L)",Established,"Gippoliti & Amori 2006, Masseti 2012"
Vulpes vulpes,Canidae,Carnivora,Sardinia,-7000,"Hunting, Wild Fur (L)",Established,"Gippoliti & Amori 2006, Masseti 2012"
Vulpes vulpes,Canidae,Carnivora,Australia,NA,"Hunting, Wild Fur (L)",Invasive,"DEEA 2016, Abbott et al. 2014, GBIF.org 2020ap"
Vulpes vulpes,Canidae,Carnivora,Tasmania,1998,"Hunting, Wild Fur (L)",Invasive,"Saunders et al. 2006, West 2011, Sarre et al. 2012, GBIF.org 2020ap"
Vulpes vulpes,Canidae,Carnivora,Greece,NA,"Hunting, Wild Fur (L)",Established,Masseti 2012
Vulpes vulpes,Canidae,Carnivora,Australia,NA,"Hunting, Wild Fur (L)",Established,"DEEA 2016, Abbott et al. 2014, GBIF.org 2020ap"
Vulpes vulpes,Canidae,Carnivora,Canada,1750,"Fur Farming, Pet, Wild Fur",Invasive,"Kamler & Ballard 2002, Aubry et al. 2009, Statham et al. 2012, CDFW 2018c, GBIF.org 2020ap"
Vulpes vulpes,Canidae,Carnivora,United States of America,1750,"Fur Farming, Pet, Wild Fur",Invasive,"Kamler & Ballard 2002, Aubry et al. 2009, Statham et al. 2012, CDFW 2018c, GBIF.org 2020ap"
